Protein.IDs	Fasta.headers	Razor...unique.peptides.Prn1_1	Razor...unique.peptides.Prn1_2	Razor...unique.peptides.Prn1_3	Razor...unique.peptides.Prn1_4	Razor...unique.peptides.Prn1_H2O2_1	Razor...unique.peptides.Prn1_H2O2_2	Razor...unique.peptides.Prn1_H2O2_3	Razor...unique.peptides.Prn1_H2O2_4	Razor...unique.peptides.WT_H2O2_1	Razor...unique.peptides.WT_H2O2_2	Razor...unique.peptides.WT_H2O2_3	Razor...unique.peptides.WT_H2O2_4	Razor...unique.peptides.WT1	Razor...unique.peptides.WT2	Razor...unique.peptides.WT3	Razor...unique.peptides.WT4	Unique.peptides.Prn1_1	Unique.peptides.Prn1_2	Unique.peptides.Prn1_3	Unique.peptides.Prn1_4	Unique.peptides.Prn1_H2O2_1	Unique.peptides.Prn1_H2O2_2	Unique.peptides.Prn1_H2O2_3	Unique.peptides.Prn1_H2O2_4	Unique.peptides.WT_H2O2_1	Unique.peptides.WT_H2O2_2	Unique.peptides.WT_H2O2_3	Unique.peptides.WT_H2O2_4	Unique.peptides.WT1	Unique.peptides.WT2	Unique.peptides.WT3	Unique.peptides.WT4	Intensity.Prn1_1	Intensity.Prn1_2	Intensity.Prn1_3	Intensity.Prn1_4	Intensity.Prn1_H2O2_1	Intensity.Prn1_H2O2_2	Intensity.Prn1_H2O2_3	Intensity.Prn1_H2O2_4	Intensity.WT_H2O2_1	Intensity.WT_H2O2_2	Intensity.WT_H2O2_3	Intensity.WT_H2O2_4	Intensity.WT1	Intensity.WT2	Intensity.WT3	Intensity.WT4	Only.identified.by.site	Reverse	Potential.contaminant
orf19.1669	orf19.1669 AFG3 CGDID:CAL0000075 COORDS:Ca21chr3_C_albicans_SC5314:385662-388049W, translated using codon table 12 (795 amino acids) Verified ORF; Similar to S. cerevisiae Afg3p, a subunit of the mitochondrial inner membrane m-AAA protease; likely to be es	0	0	0	0	1	2	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	2	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1251600	4753200	1182500	1498700	2273800	2165100	1031500	945660	0	0	0	2922600			
orf19.1671	orf19.1671 UTR2 CGDID:CAL0000104 COORDS:Ca21chr3_C_albicans_SC5314:377816-376404C, translated using codon table 12 (470 amino acids) Verified ORF; Putative GPI anchored cell wall glycosidase; role in adhesion, hyphal growth on Spider (not serum) medium; ch	3	1	4	1	3	2	4	4	3	5	2	2	3	3	2	1	3	1	4	1	3	2	4	4	3	5	2	2	3	3	2	1	66833000	37117000	84461000	34481000	164420000	50652000	90420000	80846000	40709000	196440000	35516000	29267000	72834000	93026000	20823000	36955000			
orf19.1672	orf19.1672 orf19.1672 CGDID:CAL0000105 COORDS:Ca21chr3_C_albicans_SC5314:375910-372245C, translated using codon table 12 (1221 amino acids) Uncharacterized ORF; Alpha subunit of COPI vesicle coatomer complex; role in ER to Golgi vesicle-mediated transport,	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	28362000	0	8594000	0	0	0	12548000	0	0	0	0	4108000	0	0	0	8688200			
orf19.1675	orf19.1675 orf19.1675 CGDID:CAL0000108 COORDS:Ca21chr3_C_albicans_SC5314:365359-366561W, translated using codon table 12 (400 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	0	0	2	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	11612000	0	0	0	0	0	0	0	15344000	11329000	0	0			
orf19.168	orf19.168 orf19.168 CGDID:CAL0003194 COORDS:Ca21chrR_C_albicans_SC5314:569697-568822C, translated using codon table 12 (291 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	39737000	0	0	8307400	0	0	0	0	0	0	0	0	13045000			
orf19.1680	orf19.1680 TFP1 CGDID:CAL0000146 COORDS:Ca21chr3_C_albicans_SC5314:355985-357915W, translated using codon table 12 (617 amino acids) Uncharacterized ORF; Subunit of vacuolar H+-ATPase; stationary phase enriched protein; sumoylation target; Spider biofilm r	8	7	11	14	8	7	7	5	5	11	8	6	5	7	10	14	8	7	11	14	8	7	7	5	5	11	8	6	5	7	10	14	161100000	122910000	348240000	469080000	185630000	99254000	135420000	119650000	62343000	318900000	155990000	101040000	35405000	89948000	248940000	461240000			
orf19.1683	orf19.1683 PPH21 CGDID:CAL0000149 COORDS:Ca21chr3_C_albicans_SC5314:351845-352927W, translated using codon table 12 (360 amino acids) Uncharacterized ORF; Putative protein phosphatase of the Type 2A-related family (serine/threonine-specific), similar to <i	5	6	5	3	5	3	4	4	6	5	4	5	4	6	4	4	5	6	5	3	5	3	4	4	6	5	4	5	4	6	4	4	152920000	250880000	134140000	61293000	136010000	81906000	65817000	107890000	316850000	247680000	113800000	146940000	151230000	237650000	102360000	116340000			
orf19.1686	orf19.1686 orf19.1686 CGDID:CAL0000152 COORDS:Ca21chr3_C_albicans_SC5314:345433-347142W, translated using codon table 12 (569 amino acids) Uncharacterized ORF; Protein of unknown function	1	1	1	1	1	1	1	0	1	2	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	2	1	1	0	0	0	0	15469000	13302000	9344600	15168000	11746000	13248000	13755000	0	22041000	20517000	15014000	13566000	0	0	0	0			
orf19.1687	orf19.1687 orf19.1687 CGDID:CAL0000153 COORDS:Ca21chr3_C_albicans_SC5314:342684-344987W, translated using codon table 12 (767 amino acids) Uncharacterized ORF; Ortholog of S. cerevisiae Prp43, an RNA helicase in the DEAH-box family that functions in both R	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38141000	0	0	0	0	0	0	0	0	0	0	0			
orf19.1690	orf19.1690 TOS1 CGDID:CAL0000187 COORDS:Ca21chr3_C_albicans_SC5314:338324-336918C, translated using codon table 12 (468 amino acids) Verified ORF; Protein similar to alpha agglutinin anchor subunit; secreted; exogenously expressed protein is a substrate fo	1	0	2	1	0	0	1	1	0	0	0	0	0	1	2	1	1	0	2	1	0	0	1	1	0	0	0	0	0	1	2	1	24741000	0	57019000	0	0	0	14706000	24184000	0	0	0	0	0	28841000	29538000	23985000			
orf19.1693	orf19.1693 CAS4 CGDID:CAL0000189 COORDS:Ca21chr3_C_albicans_SC5314:332767-324275C, translated using codon table 12 (2830 amino acids) Verified ORF; RAM cell wall integrity signaling network protein; cell separation, azole sensitivity; needed for hyphal gro	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	5525800	0	0	0	404700000	0	420540000	23792000	0	0	0	6627700	0	467000000	409630000	+		
orf19.1697	orf19.1697 orf19.1697 CGDID:CAL0000191 COORDS:Ca21chr3_C_albicans_SC5314:324005-322944C, translated using codon table 12 (353 amino acids) Uncharacterized ORF; Protein of unknown function	3	2	4	2	6	4	3	4	2	6	2	4	4	5	5	6	3	2	4	2	6	4	3	4	2	6	2	4	4	5	5	6	12178000	19475000	42715000	17667000	86693000	42333000	18391000	47560000	14046000	82170000	22123000	47005000	41958000	37325000	28861000	66533000			
orf19.1699	orf19.1699 BZZ1 CGDID:CAL0000193 COORDS:Ca21chr3_C_albicans_SC5314:320136-318274C, translated using codon table 12 (620 amino acids) Uncharacterized ORF; Protein similar to <i>S. cerevisiae</i> Bzz1p, which is an SH3 domain protein involved in the regulati	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	8991500	0	0	0	0	0	0	0	13637000	8617300	0	0	0	0	0	0			
orf19.1700	orf19.1700 RPS7A CGDID:CAL0000756 COORDS:Ca21chr3_C_albicans_SC5314:317435-317995W, translated using codon table 12 (186 amino acids) Verified ORF; Ribosomal protein S7; genes encoding cytoplasmic ribosomal subunits, translation factors, and tRNA synthetas	15	16	19	17	17	15	13	17	14	18	15	14	17	17	17	16	15	16	19	17	17	15	13	17	14	18	15	14	17	17	17	16	15932000000	13269000000	15598000000	12975000000	11205000000	10733000000	7421899999.999999	10406000000	13492000000	12034000000	10564000000	10664000000	11290000000	12532000000	9703700000	11708000000			
orf19.1701	orf19.1701 RKI1 CGDID:CAL0000757 COORDS:Ca21chr3_C_albicans_SC5314:316768-316046C, translated using codon table 12 (240 amino acids) Uncharacterized ORF; Protein of unknown function	5	5	7	3	6	7	7	6	7	8	6	5	5	4	2	3	5	5	7	3	6	7	7	6	7	8	6	5	5	4	2	3	88875000	110160000	138160000	47444000	233130000	197860000	275930000	157520000	239340000	229990000	128740000	71194000	93764000	68910000	9929000	36370000			
orf19.1704	orf19.1704 FOX3 CGDID:CAL0000760 COORDS:Ca21chr3_C_albicans_SC5314:312778-311546C, translated using codon table 12 (410 amino acids) Uncharacterized ORF; Putative peroxisomal 3-oxoacyl CoA thiolase; transcript regulated by white-opaque switch; Spider biofi	1	2	3	2	6	7	3	2	5	5	2	2	3	2	2	2	1	2	2	1	5	6	2	2	4	4	2	1	2	2	1	2	28198000	28796000	58427000	39622000	115810000	119200000	32162000	22313000	139660000	125700000	23892000	37358000	50071000	32070000	41272000	27064000			
orf19.1708	orf19.1708 orf19.1708 CGDID:CAL0000767 COORDS:Ca21chr3_C_albicans_SC5314:306821-307480W, translated using codon table 12 (219 amino acids) Uncharacterized ORF; Protein of unknown function; Spider biofilm induced	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	12554000	10909000	0	20931000	9987100	10435000	0	0	11893000	11127000	8214700	0	0			
orf19.1709	orf19.1709 orf19.1709 CGDID:CAL0000769 COORDS:Ca21chr3_C_albicans_SC5314:305175-304792C, translated using codon table 12 (127 amino acids) Uncharacterized ORF; Sterol carrier domain protein; alkaline downregulated; colony morphology-related gene regulation	1	2	2	1	2	1	5	2	1	3	3	3	2	3	1	3	1	2	2	1	2	1	5	2	1	3	3	3	2	3	1	3	20213000	16568000	29918000	18819000	28303000	51601000	76760000	31557000	22691000	40262000	35589000	39880000	29054000	29755000	0	43581000			
orf19.171	orf19.171 DBP2 CGDID:CAL0003204 COORDS:Ca21chrR_C_albicans_SC5314:561933-564684W, translated using codon table 12 (562 amino acids) Uncharacterized ORF; Putative DEAD-box family ATP-dependent RNA helicase; flucytosine induced; repressed in core stress resp	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	10798000	6545900	22592000	0	28892000	0	23754000	26107000	3923200	39337000	8307000	37436000	53001000	44923000	4364400	4912500			
orf19.1710	orf19.1710 ALI1 CGDID:CAL0000774 COORDS:Ca21chr3_C_albicans_SC5314:303620-302781C, translated using codon table 12 (279 amino acids) Verified ORF; Putative NADH-ubiquinone oxidoreductase; in detergent-resistant membrane fraction (possible lipid raft compon	2	1	1	0	3	2	1	3	1	3	3	5	2	1	0	0	2	1	1	0	3	2	1	3	1	3	3	5	2	1	0	0	13790000	4183800	5349000	0	22636000	21299000	8656000	38064000	12268000	30427000	28184000	74907000	11364000	6469300	0	0			
orf19.1711	orf19.1711 END3 CGDID:CAL0000775 COORDS:Ca21chr3_C_albicans_SC5314:301513-302700W, translated using codon table 12 (395 amino acids) Uncharacterized ORF; Regulated by Gcn4p; induced in response to amino acid starvation (3-aminotriazole treatment)	12	12	12	8	14	12	12	9	13	16	8	10	13	13	10	8	12	12	12	8	14	12	12	9	13	16	8	10	13	13	10	8	198950000	269780000	228900000	200620000	270840000	221010000	170290000	118910000	214110000	390900000	130300000	154810000	274870000	255980000	142990000	116680000			
orf19.1715	orf19.1715 IRO1 CGDID:CAL0000781 COORDS:Ca21chr3_C_albicans_SC5314:293369-291579C, translated using codon table 12 (596 amino acids) Verified ORF; Putative transcription factor; role in iron utilization, pathogenesis; both IRO1 and adjacent URA3 are mutate	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	8727300	0	4185700	0	19259000	0	0	0	76899000	0	0	1344100	0			
orf19.1716	orf19.1716 URA3 CGDID:CAL0000783 COORDS:Ca21chr3_C_albicans_SC5314:291143-290331C, translated using codon table 12 (270 amino acids) Verified ORF; Orotidine-5-phosphate decarboxylase; pyrimidine biosynthesis; gene used as genetic marker; decreased express	13	11	11	10	12	12	12	12	13	12	11	12	13	11	11	11	13	11	11	10	12	12	12	12	13	12	11	12	13	11	11	11	577420000	546820000	597480000	480090000	546550000	425480000	683810000	460190000	684550000	837820000	491910000	625120000	814410000	711070000	478220000	544900000			
orf19.172	orf19.172 RPC19 CGDID:CAL0003206 COORDS:Ca21chrR_C_albicans_SC5314:560836-561231W, translated using codon table 12 (131 amino acids) Uncharacterized ORF; Putative RNA polymerases I and III subunit AC19; Hap43-induced; rat catheter biofilm induced	1	1	1	1	2	1	1	1	1	3	1	1	0	0	1	1	1	1	1	1	2	1	1	1	1	3	1	1	0	0	1	1	71350000	78316000	99883000	69187000	149890000	122870000	95857000	85842000	87885000	169590000	94768000	80837000	0	0	88163000	85612000			
orf19.1721	orf19.1721 NCE103 CGDID:CAL0000802 COORDS:Ca21chr3_C_albicans_SC5314:276549-275704C, translated using codon table 12 (281 amino acids) Verified ORF; Carbonic anhydrase; converts of CO2 to bicarbonate; essential for virulence in host niches with limited CO2	4	6	3	4	6	5	4	4	7	8	7	7	1	3	6	5	4	6	3	4	6	5	4	4	7	8	7	7	1	3	6	5	72520000	66153000	74733000	95738000	173970000	134430000	102630000	70576000	215100000	171730000	144890000	150030000	7185300	36910000	90365000	93073000			
orf19.173	orf19.173 orf19.173 CGDID:CAL0003208 COORDS:Ca21chrR_C_albicans_SC5314:556961-560263W, translated using codon table 12 (1100 amino acids) Verified ORF; C2H2 transcription factor; induced by Mnl1 under weak acid stress	1	0	0	0	2	1	1	2	1	2	1	2	2	2	1	1	1	0	0	0	2	1	1	2	1	2	1	2	2	2	1	1	3603700	0	0	0	7962800	4746900	3913200	7054700	0	8750500	2306400	4815100	10350000	7657900	2227400	3650700			
orf19.1730	orf19.1730 orf19.1730 CGDID:CAL0000827 COORDS:Ca21chr3_C_albicans_SC5314:258650-257641C, translated using codon table 12 (311 amino acids) Uncharacterized ORF; HMG-box protein; Spider biofilm repressed	2	1	2	2	2	3	2	3	2	4	2	1	3	3	2	2	2	1	2	2	2	3	2	3	2	4	2	1	3	3	2	2	18844000	7676000	12043000	7222800	18992000	39271000	13849000	19188000	12918000	36219000	12972000	7341900	40273000	28083000	10506000	13012000			
orf19.1738	orf19.1738 UGP1 CGDID:CAL0000839 COORDS:Ca21chrR_C_albicans_SC5314:1018054-1016412C, translated using codon table 12 (500 amino acids) Verified ORF; UTP-glucose-1-phosphaturidyl transferase; localizes to yeast, not hyphal cell surface; Hog1-repressed; stat	20	20	19	19	19	17	15	19	20	19	16	17	17	18	19	19	20	20	19	19	19	17	15	19	20	19	16	17	17	18	19	19	1268000000	1260600000	1285900000	959380000	1181700000	883350000	335070000	798200000	1119900000	981140000	732510000	569820000	647760000	1101900000	1078400000	938210000			
orf19.1738.1	orf19.1738.1 orf19.1738.1 CGDID:CAF0006929 COORDS:Ca21chrR_C_albicans_SC5314:1015949-1016236W, translated using codon table 12 (95 amino acids) Uncharacterized ORF; Protein involved in microtubule morphogenesis; required for protection from excess free bet	6	6	6	6	6	5	5	5	5	7	4	5	8	6	6	7	6	6	6	6	6	5	5	5	5	7	4	5	8	6	6	7	985140000	1022699999.9999999	1127500000	804520000	1326500000	1490499999.9999998	1298100000	1364700000	946930000	1696099999.9999998	982670000	990400000	1611599999.9999998	1273800000	817520000	1248700000			
orf19.1742	orf19.1742 HEM3 CGDID:CAL0000854 COORDS:Ca21chr2_C_albicans_SC5314:2138454-2137432C, translated using codon table 12 (340 amino acids) Verified ORF; Hydroxymethylbilane synthase; converts 4-porphobilinogen to hydroxymethylbilane in heme biosynthesis; induc	0	0	4	1	0	0	1	0	0	1	1	0	0	0	1	3	0	0	4	1	0	0	1	0	0	1	1	0	0	0	1	3	0	0	71814000	8849800	0	0	17882000	0	0	0	18188000	0	0	0	24582000	42258000			
orf19.1743	orf19.1743 ACS1 CGDID:CAL0000855 COORDS:Ca21chr2_C_albicans_SC5314:2134268-2132241C, translated using codon table 12 (675 amino acids) Uncharacterized ORF; Acetyl-CoA synthetase; induced by human neutrophils; fluconazole-repressed; regulated by Nrg1/Mig1; 	0	0	13	10	0	0	0	6	0	0	10	8	0	0	9	10	0	0	13	10	0	0	0	6	0	0	10	8	0	0	9	10	0	0	467200000	277480000	0	0	0	79720000	0	0	134930000	62603000	0	0	247540000	150500000			
orf19.1750	orf19.1750 SLR1 CGDID:CAL0000867 COORDS:Ca21chr2_C_albicans_SC5314:2120962-2122595W, translated using codon table 12 (263 amino acids) Verified ORF; Protein similar to mammalian SR-like RNA splicing factor; involved in filamentous growth and virulence; gen	2	2	3	2	2	1	4	3	2	3	3	3	3	2	3	2	2	2	3	2	2	1	4	3	2	3	3	3	3	2	3	2	60092000	83864000	198770000	94993000	75514000	23860000	195500000	112530000	60261000	119600000	112380000	124170000	91056000	94934000	159090000	101070000			
orf19.1753	orf19.1753 PUS7 CGDID:CAL0000869 COORDS:Ca21chr2_C_albicans_SC5314:2114501-2116780W, translated using codon table 12 (759 amino acids) Uncharacterized ORF; Pseudouridine synthase; catalyzes pseudouridylation in U2 snRNA, 5S rRNA, cytoplasmic tRNAs and in p	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6591900	0	0	0	0	0	0	0	0	0			
orf19.1754	orf19.1754 CMK2 CGDID:CAL0000870 COORDS:Ca21chr2_C_albicans_SC5314:2113841-2112408C, translated using codon table 12 (477 amino acids) Verified ORF; Putative calmodulin-dependent protein kinase; involved in cell wall integrity and oxidative stress response	2	3	0	0	3	3	3	3	1	2	1	1	3	3	0	1	2	3	0	0	3	3	3	3	1	2	1	1	3	3	0	1	11588000	20411000	0	0	11265000	22959000	9177800	19319000	3913700	12870000	5811400	0	39681000	22842000	0	0			
orf19.1756	orf19.1756 GPD1 CGDID:CAL0000872 COORDS:Ca21chr2_C_albicans_SC5314:2107827-2109038W, translated using codon table 12 (403 amino acids) Verified ORF; Glycerol-3-phosphate dehydrogenase; glycerol biosynthesis; regulated by Efg1; regulated by Tsa1, Tsa1B unde	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	3831300	0	0	0	0	12190000	0	0	0	0	0	0	4723500	0	0			
orf19.1759	orf19.1759 PHO23 CGDID:CAL0000874 COORDS:Ca21chr2_C_albicans_SC5314:2100586-2099138C, translated using codon table 12 (482 amino acids) Verified ORF; Protein of unknown function	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	3926600	0	0	0	5293000	9189800	3603100	3083500	4243800	5693000	3419500	3482600	7845900	4143600	0	0			
orf19.1760	orf19.1760 RAS1 CGDID:CAL0000896 COORDS:Ca21chr2_C_albicans_SC5314:2097593-2096718C, translated using codon table 12 (291 amino acids) Verified ORF; RAS signal transduction GTPase; regulates cAMP and MAP kinase pathways; role in hyphal induction, virulence	7	8	8	6	8	9	4	7	9	9	7	7	9	7	5	8	7	8	8	6	8	9	4	7	9	9	7	7	9	7	5	8	341260000	356340000	493330000	280750000	372260000	323060000	211600000	215140000	434330000	513350000	244380000	253090000	413060000	350910000	238560000	355880000			
orf19.1763	orf19.1763 IFR1 CGDID:CAL0000899 COORDS:Ca21chr2_C_albicans_SC5314:2093348-2094460W, translated using codon table 12 (370 amino acids) Uncharacterized ORF; Predicted oxidoreductase/dehydrogenase; induced by nitric oxide; rat catheter and Spider biofilm ind	0	0	0	0	5	5	0	0	6	5	0	1	0	0	0	0	0	0	0	0	5	5	0	0	6	5	0	1	0	0	0	0	0	0	0	0	113210000	139960000	0	0	104410000	63834000	0	0	0	0	0	0			
orf19.1768	orf19.1768 orf19.1768 CGDID:CAL0000904 COORDS:Ca21chr2_C_albicans_SC5314:2077093-2080227W, translated using codon table 12 (1044 amino acids) Uncharacterized ORF; Protein of unknown function	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28959000	24161000	0	0	0	9055900	0	0	0	0	0	0	0	0			
orf19.1770	orf19.1770 CYC1 CGDID:CAL0000927 COORDS:Ca21chr2_C_albicans_SC5314:2074774-2075106W, translated using codon table 12 (110 amino acids) Verified ORF; Cytochrome c; complements defects of S. cerevisiae cyc1 cyc7 double mutant; induced in high iron; alkaline 	5	6	6	5	5	5	6	5	5	5	6	6	5	5	5	5	5	6	6	5	5	5	6	5	5	5	6	6	5	5	5	5	655470000	897150000	1579099999.9999998	1402200000	890570000	662190000	1466299999.9999998	965860000	303320000	994810000	859880000	1354400000	836800000	947930000	1273700000	1067799999.9999999			
orf19.1776	orf19.1776 orf19.1776 CGDID:CAL0000933 COORDS:Ca21chr2_C_albicans_SC5314:2063383-2062415C, translated using codon table 12 (322 amino acids) Uncharacterized ORF; Putative pantetheine-phosphate adenylyltransferase (PPAT); which catalyzes 4th step in coenzym	2	2	0	0	3	1	2	1	2	1	3	3	0	1	2	2	2	2	0	0	3	1	2	1	2	1	3	3	0	1	2	2	12750000	14698000	0	0	24894000	9551800	15822000	8166100	16318000	3563500	25180000	24078000	0	6175200	11285000	14520000			
orf19.1779	orf19.1779 MP65 CGDID:CAL0000936 COORDS:Ca21chr2_C_albicans_SC5314:2054703-2053567C, translated using codon table 12 (378 amino acids) Verified ORF; Cell surface mannoprotein; cell-wall glucan metabolism, adhesion; adhesin motif; O-glycosylation; induced b	4	3	2	3	3	3	3	4	3	4	4	3	5	3	5	5	4	3	2	3	3	3	3	4	3	4	4	3	5	3	5	5	199020000	155400000	141700000	121960000	171160000	203550000	95232000	166850000	167530000	181040000	128930000	110620000	272770000	190060000	171820000	210930000			
orf19.1785	orf19.1785 orf19.1785 CGDID:CAL0000965 COORDS:Ca21chr2_C_albicans_SC5314:2041670-2042650W, translated using codon table 12 (326 amino acids) Uncharacterized ORF; Protein with a PI31 proteasome regulator domain; Hap43-repressed; flow model biofilm induced	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	22358000	29939000	21242000	18139000	31335000	20372000	28972000	21130000	31753000	35207000	21986000	18847000	0	23082000	12791000	17755000			
orf19.1789.1	orf19.1789.1 LYS1 CGDID:CAL0006591 COORDS:Ca21chr4_C_albicans_SC5314:1159049-1160197W, translated using codon table 12 (382 amino acids) Verified ORF; Saccharopine dehydrogenase (biosynthetic); enzyme of alpha-aminoadipate lysine biosynthesis pathway; func	17	17	20	17	16	14	14	11	13	17	13	11	15	17	19	18	17	17	20	17	16	14	14	11	13	17	13	11	15	17	19	18	1805299999.9999998	2229600000	2558900000	3038499999.9999995	1706799999.9999998	1105700000	704530000	549570000	1427000000	1822499999.9999998	818650000	752700000	1480399999.9999998	2017299999.9999998	2160100000	2379700000			
orf19.1795	orf19.1795 PUF3 CGDID:CAL0000998 COORDS:Ca21chr4_C_albicans_SC5314:1171147-1173936W, translated using codon table 12 (929 amino acids) Uncharacterized ORF; Ortholog os S. cerevisiae Puf3; mRNA-binding protein involved in RNA catabolism; mutant is viable	1	1	1	1	2	1	0	1	1	2	0	1	2	0	1	0	1	1	1	1	2	1	0	1	1	2	0	1	2	0	1	0	15855000	22889000	14884000	13157000	26095000	15798000	0	10583000	17286000	26112000	0	14829000	30936000	0	12501000	0			
orf19.1796	orf19.1796 orf19.1796 CGDID:CAL0000999 COORDS:Ca21chr4_C_albicans_SC5314:1174948-1176042W, translated using codon table 12 (364 amino acids) Uncharacterized ORF; Putative glyoxylate reductase; acts on glyoxylate and hydroxypyruvate substrates; Spider biofi	8	8	8	8	8	7	6	7	8	8	8	7	7	6	8	8	8	8	8	8	8	7	6	7	8	8	8	7	7	6	8	8	392510000	432110000	465400000	426110000	313780000	298950000	220920000	279080000	329920000	278660000	227540000	260740000	293760000	248000000	380730000	323990000			
orf19.18	orf19.18 IMH3 CGDID:CAL0000509 COORDS:Ca21chr2_C_albicans_SC5314:1304152-1302340C, translated using codon table 12 (521 amino acids) Verified ORF; Inosine monophosphate (IMP) dehydrogenase; enzyme of GMP biosynthesis; target of mycophenolic acid and mizori	20	22	22	22	18	15	18	17	17	23	22	19	17	20	23	22	20	22	22	22	18	15	18	17	17	23	22	19	17	20	23	22	5892399999.999999	6073699999.999999	11832000000	8469099999.999999	3718699999.9999995	2563300000	3213699999.9999995	4156399999.9999995	4013599999.9999995	7602399999.999999	3214999999.9999995	3697999999.9999995	3403299999.9999995	7034699999.999999	8876100000	7852699999.999999			
orf19.1802	orf19.1802 OFD1 CGDID:CAL0001575 COORDS:Ca21chr4_C_albicans_SC5314:1192479-1190626C, translated using codon table 12 (617 amino acids) Uncharacterized ORF; Putative prolyl hydroxylase family member; regulates Ume6p stability in response to oxygen; inhibite	2	2	4	3	0	1	2	2	0	1	2	2	2	1	2	2	2	2	4	3	0	1	2	2	0	1	2	2	2	1	2	2	7781300	6749500	230350000	54048000	0	4400800	15809000	14052000	0	2911400	16992000	14731000	4630000	3626300	15202000	21197000			
orf19.1803	orf19.1803 CDC43 CGDID:CAL0001576 COORDS:Ca21chrR_C_albicans_SC5314:1062991-1064145W, translated using codon table 12 (384 amino acids) Verified ORF; Beta subunit of heterodimeric protein geranylgeranyltransferase type I; GGTase I enzyme binds zinc, is Mg-	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	12240000	0	0	0	0	17144000	14008000	0	0	0	0	0	0			
